2025-11-16_17-01-11,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-01-11
2025-11-16_17-01-12,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-01-11
2025-11-16_17-01-55,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-01-55
2025-11-16_17-04-47,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-01-55
2025-11-16_17-04-54,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-01-55
2025-11-16_17-11-57,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-11-57
2025-11-16_17-13-50,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-13-50
2025-11-16_17-16-59,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-16-59
2025-11-16_17-17-06,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-16-59
2025-11-16_17-17-54,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-16-59
2025-11-16_17-20-24,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-20-24
2025-11-16_17-23-11,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-23-11
2025-11-16_17-24-26,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-23-11
2025-11-16_17-31-49,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-23-11
2025-11-16_17-33-07,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-23-11
2025-11-16_17-36-12,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-36-12
2025-11-16_17-38-39,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-38-39
2025-11-16_17-38-52,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-38-52
2025-11-16_17-48-10,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-48-10
2025-11-16_17-48-15,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-48-10
2025-11-16_17-51-31,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-51-31
2025-11-16_17-53-14,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-53-14
2025-11-16_17-56-39,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_17-53-14
2025-11-16_18-00-26,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_18-00-26
2025-11-16_18-04-08,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_18-04-08
2025-11-16_18-04-23,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_18-04-08
2025-11-16_18-21-54,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_18-04-08
2025-11-16_18-22-01,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_18-04-08
2025-11-16_18-23-36,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_18-23-36
2025-11-16_18-31-46,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_18-31-46
2025-11-16_18-35-07,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_18-35-07
2025-11-16_18-37-41,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_18-37-41
2025-11-16_18-37-53,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_18-37-41
2025-11-16_18-42-16,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_18-42-16
2025-11-16_18-56-13,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_18-56-13
2025-11-16_18-56-26,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_18-56-13
2025-11-16_19-06-14,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_19-06-14
2025-11-16_19-06-38,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_19-06-38
2025-11-16_19-07-55,None,Exemplos.py:2025-11-16_19-07-55;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_19-07-55
2025-11-16_19-08-52,None,Exemplos.py:2025-11-16_19-07-55;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_19-07-55
2025-11-16_19-09-10,None,Exemplos.py:2025-11-16_19-09-10;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_19-07-55
2025-11-16_19-12-34,None,Exemplos.py:2025-11-16_19-12-34;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_19-07-55
2025-11-16_19-19-38,None,Exemplos.py:2025-11-16_19-19-38;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_19-07-55
2025-11-16_19-30-09,None,Exemplos.py:2025-11-16_19-30-09;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_19-07-55
2025-11-16_19-35-07,None,Exemplos.py:2025-11-16_19-35-07;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_19-07-55
2025-11-16_19-37-45,None,Exemplos.py:2025-11-16_19-37-45;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_19-07-55
2025-11-16_19-38-43,None,Exemplos.py:2025-11-16_19-38-43;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_19-07-55
2025-11-16_19-39-01,None,Exemplos.py:2025-11-16_19-39-01;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_19-07-55
2025-11-16_19-39-21,None,Exemplos.py:2025-11-16_19-39-21;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_19-07-55
2025-11-16_19-39-34,None,Exemplos.py:2025-11-16_19-39-21;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_19-07-55
