2025-10-28_16-22-57,None,draft.py:2025-10-28_16-22-57
2025-10-28_16-40-41,None,draft.py:2025-10-28_16-40-41
2025-10-28_16-51-10,None,draft.py:2025-10-28_16-51-10
2025-10-28_16-51-15,None,draft.py:2025-10-28_16-51-10
2025-10-28_17-04-38,None,draft.py:2025-10-28_17-04-38
2025-11-10_22-59-48,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-10_22-59-48
2025-11-10_23-18-05,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-10_23-18-05
2025-11-10_23-18-34,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-10_23-18-05
2025-11-10_23-18-44,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-10_23-18-05
2025-11-10_23-18-55,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-10_23-18-55
2025-11-10_23-23-07,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-10_23-23-07
2025-11-10_23-23-09,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-10_23-23-07
2025-11-11_17-03-29,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-11_17-03-29
2025-11-15_14-46-16,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-15_14-46-16
2025-11-16_15-26-20,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-15_14-46-16
2025-11-16_15-52-44,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_15-52-44
2025-11-16_15-53-12,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_15-52-44
2025-11-16_15-58-08,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_15-58-08
2025-11-16_15-58-42,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_15-58-42
2025-11-16_15-58-48,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_15-58-42
2025-11-16_16-02-19,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_15-58-42
2025-11-16_16-03-44,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-03-44
2025-11-16_16-08-07,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-08-07
2025-11-16_16-08-07,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-08-07
2025-11-16_16-08-18,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-08-18
2025-11-16_16-18-14,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-18-14
2025-11-16_16-18-24,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-18-14
2025-11-16_16-21-06,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-21-06
2025-11-16_16-27-09,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-27-09
2025-11-16_16-27-16,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-27-09
2025-11-16_16-27-16,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-27-09
2025-11-16_16-30-16,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-30-16
2025-11-16_16-33-33,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-33-33
2025-11-16_16-33-34,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-33-33
2025-11-16_16-33-42,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-33-33
2025-11-16_16-37-22,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-37-22
2025-11-16_16-37-23,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-37-22
2025-11-16_16-39-26,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-37-22
2025-11-16_16-47-03,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-47-03
2025-11-16_16-47-12,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-47-12
2025-11-16_16-48-02,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-48-02
2025-11-16_16-48-38,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-48-02
2025-11-16_16-49-23,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-48-02
2025-11-16_16-50-53,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-50-53
2025-11-16_16-50-55,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-50-53
2025-11-16_16-54-33,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-54-33
2025-11-16_16-54-35,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-54-33
2025-11-16_16-57-04,None,Exemplos.py:2025-11-10_22-59-48;dicionarios.py:2025-11-10_22-59-48;draft.py:2025-11-16_16-54-33
